Question,Answer
َّم ْع ُدودات َف َمن  َأ َّيام  ، قال تعالى: { َواذ ُك ُروا الل َه ِفي  َع َل ْي ِه ِملَ ِن  َفا إِ ْث َم  َت َأ َّخ َر  َو َمن  َع َل ْي ِه  َا إِ ْث َم  ن َف  َي ْو َم ْ  ِفي  َّج َل  َت َع  ات َقى.} (البقرة)203: ما معنى الإية السابقة؟, تفسيرها أن من اتقى الله في حجه ارتفع عنه الإثم، وهو معنى قوله :[ ( رجع كيوم ولدته أمه ) سواء تعجل أو تأخر. 
ما المقصود بالتعجل؟, ُيقصد بالتعجل هو الفراغ من أعمال الحج ، وإرادة الجلوس في مكة والسكن، أو الاستعداد للسفر. 
هل الأفضل التعجل باملغادرة أم التأخر؟, النبي لم يتعجل في الحج، والأمر فيه سعة، وإن تأخر الحاج وبات في منى فهذا له فيه زيادة خير وأجر. 
هل كان النبي في حجة الوداع متعجلا في المغادرة؟, لا لم يكن متعجلا، بل حرص على الرمي بعد الزوال، والمبيت في منى ليلة ثالث أيام التشريق.  
من أراد التعجل في الحج، هل يلزم أن يكون عنده سبب؟,  ُيذكر في الشرع وجود سبب للتعجل.  لا يلزم هذا، ولم  
هل يمكن رمي الحصى في هذا اليوم قبل الزوال ، حتى يتفادى الحاج الزحام ، ويدرك موعد الطائرة؟, النبي والصحابة رضي الله عنهم كانوا يتحينون ويرتقبون زوال الشمس ارتقابا تاما ، ثم يبادرون الرمي من بعد زوال الشمس وقبل أداء صلاة الظهر، لقول عبد الله بن عمر :] «كنا نتح ّن، فإذا زالت الشمس رمينا.» رواه البخاري  ُيقتدى بها.  وفعل الصحابة رضي الله عنهم سنة  
من يرمي بعد الفجر، أو قبل الزوال ما حكم الرمي في حقه؟, غير صحيح، ولم يحقق الرمي في وقته الشرعي. 
لو جلس المسلم بعد الرمي داخل حدود منى (عند مكان رمي الجمرات) لأداء بعض الحاجيات مثل التسوق والأكل، ودخل عليه الليل، هل يلزمه الرمي في اليوم التالي ؟, نعم ، يلزمه ذلك لدخول الليل عليه وهو في منى باختياره. 
ماذا ورد عن الصحابة من قول في الحكم السابق؟, ورد عن عمر ] قال: (من أدركه المساء في اليوم الثاني مبنى فليقم إلى الغد حتى ينفر مع الناس.) ذكره ابن قدامة في المغني وعن ابن عمر ] أنه كان يقول: (من غربت عليه الشمس في أوسط أيام التشريق وهو مبنى فلا ينفر حتى يرمي الجمار من الغد.) رواه مالك   
الزحام في يوم التعجل (الثاني عشر) يكون شديدا، وقد تتأخر السيارات في الخروج حتى بعد المغيب، فهل يلزم المتعجل البقاء إلى اليوم التالي إن تأخر خروجه من منى؟, لا يلزمه، ألنه إن نوى الخروج وبذل السبب، لكن منعه الزحام - وهذا ليس باختياره - فله أن يمضي لأداء طواف  ًا، ثم يغادر مكة.  الوداع لي  
من نوى المغادرة والتعجل ، لكنه لم يتمكن من الرمي إلا في الليل لعذر.. فهل له المغادرة وعدم المبيت إلى اليوم التالي؟, نعم ، متى ما كان في نيته المغادرة أو التعجل فله الخروج، ولا شيء عليه لو رمى في الليل ثم طاف الوداع وسافر. 
متى يعتبر الحاج خارج منطقة منى بعد رميه للجمرات، ولا يلزمه المبيت فيها إلى اليوم التالي؟, إذا رمى جمرة العقبة الكبرى، والتي هي قريبة من نهاية حدود منى ، ثم ابتعد عنها إلى الخارج قليا يكون قد خرج من منى، ولا يلزمه المبيت. 
من لا يريد المبيت في منى بعد الفراغ من الرمي في هذا اليوم، ويريد أن يجلس في مكة (العزيزية) أو بجوار الكعبة، هل هذا جائز له؟, لا بأس في هذا، ولا يلزمه الحقا المبيت ما دامت نيته التعجل. 
هل الأفضل لمن رمى الجمرات و أراد التأخر في سفره: المبيت في العمارة، أو المبيت في منى؟, المسلم يحرص على كل عمل يقربه إلى الله سبحانه، وفي المبيت تحقيق لشعيرة من شعائر الحج وزيادة في الخير وتقوى   فا إِ ْث َم  َّخ َر  َت َأ  مع الله سبحانه، والله عز وجل يقول: { َو َمن  ِن ات َقى.}  ِملَ  َع َل ْي ِه  
امرأة حائض، وتريد التعجل، هل يجب عليها رمي الجمرات، وطواف الوداع ؟, عليها فقط رمي الجمرات، وطواف الوداع يسقط عن الحائض إن تعجلت السفر، ولم يتسع لها الوقت للمكث في مكة حتى تطهر. 
مريض يريد أن يسافر، فهل يوكل عنه شخصا للرمي؟, نعم يجوز ذلك، ويسقط عنه طواف الوداع. 
شخص ناب في الرمي عن زوجته، وأمرها أن تطوف في نفس الوقت أي بعد الزوال مباشرة. فهل هذا صحيح؟, ينبغي عليه أن يجعل هناك فاصا بينهما حتى لا يسبق طواف الوداع فعله ، ويمكن أن يعلمها ببدء الطواف مثلا من الهاتف الجوال، وله أيضا أن يأمرها بتأخير الطواف، لتكون بانتظاره ويطوف معها للوداع. 
هل يجوز تأخير رمي جمار اليوم الحادي عشر والثاني عشر إلى اليوم الثالث عشر (آخر يوم) ؟, نعم يجوز للعذر، وهو نوع من التنفيس واليسر، وصح عن النبي الجواز في ذلك لأهل الإعذار. 
كيف يكون الرمي في حقه؟, عليه أن يرمي مرتب ًا؛ فيبدأ بجمرة العقبة يوم النحر، ثم يرجع فيرمي الصغرى ثم الوسطى ثم الكبرى عن يوم احلادي عشر، ثم يرجع ويرمي الصغرى ثم الوسطى ثم الكبرى عن اليوم الثاني   عشر، إن لم يتعجل، وهذا ما قرره الشيخ ابن باز رحمه الله. 
من يمكن له حتقيق مثل هذا الجمع للرمي؟, يمكن أن يدخل في هذا من منزله بعيد عن الجمرات ويشّق عليه التردد إليها كل يوم، ومثله من به مرض يسير يرجو أن يبرء منه آخر أيام التشريق.  
ما أعمال اليوم الثالث عشر من ذي الحجة ؟, أعمال اليوم الثالث عشر من ذي الحجة: رمي الجمرات الثلاث مثل الإيام السابقة، ثم من شاء المغادرة فعليه طواف الوداع، متى ما قرب وقت السفر وأراد الخروج من مكة. 
ما حكم أعمال هذا اليوم الثالث عشر من ذي الحجة ؟, الرمي، وطواف الوداع يعدان من واجبات الحج. 
ما كيفية الرمي في هذا اليوم الثالث عشر من ذي الحجة ؟, مثل الرمي في الإيام السابقة. 
هل هناك مبيت في منى في هذه الليلة؟, لا يجب المبيت في منى، حتى ولو أراد الجلوس فيها بعد ذلك. 
من أراد أن يتأخر بعد هذا اليوم في مكة لبعض الإعمال، هل عليه من عبادة معينة؟, لا شيء عليه ، وله أن يجلس القدر الذي يريده من الإيام، مع مواظبته على الصلاة في الحرم إن تيسر له، والإكثار من الدعاء وإذا حان وقت خروجه من مكة فعليه أن يطوف للوداع.   
من كان معتادا على صيام أيام البيض هل ُيشرع له صيام يوم الثالث عشر من ذي الحجة؟, لا يصح صيام هذا اليوم باعتباره أحد أيام التشريق، وهو يوم عيد. 
